Code,Date,Code Client,Nit,Code product,Name,Description,Cost,NitProduc
1,2020-03-25 07:17:32,62-094-4636,25-581-3428,FR91 0164 5793 215U I8KS RAUZ Z35,Toys,Clothing,21842,26-660-1614
35,2020-02-07 12:37:24,09-354-5652,31-132-0252,SK55 3833 7859 3979 8190 1797,Baby,Computers,39438,73-792-1968
54,2019-09-11 14:18:27,02-314-3403,06-286-8086,FR62 9136 6894 72HF AZI4 U3ZA P34,Computers,Clothing,42990,87-167-6455
6,2019-06-10 22:17:18,84-532-1051,09-805-4126,FI95 8775 5972 1085 86,Kids,Shoes,34765,75-464-1450
90,2020-08-14 06:53:56,84-330-4988,37-731-9123,RO41 WSIM SOGG 1HF9 486N DL8K,Toys,Grocery,44932,51-522-3689
11,2020-04-02 10:29:18,04-164-6828,46-198-3412,SI03 7811 1790 0108 518,Computers,Computers,10259,85-997-7787
1,2020-09-14 22:14:41,77-511-9540,34-631-1143,DE35 3460 7255 6477 4682 09,Baby,Automotive,18758,74-014-7391
2905,2018-08-19 22:37:19,48-975-1134,13-060-0466,FR72 6723 0801 42ZO JTWF GIEK X81,Garden,Jewelery,17180,90-547-5756
47710,2018-03-15 14:35:36,02-945-1471,12-064-8815,DK49 5243 0255 2211 35,Tools,Toys,5578,78-440-6970
37,2020-09-16 21:05:27,68-102-2659,69-160-4967,HU06 7063 1089 6376 5710 1163 1534,Tools,Toys,16364,22-700-7455
35,2020-04-25 14:32:32,98-112-6138,86-420-1206,FR34 3163 1204 79O4 DTRZ N0FO R34,Clothing,Toys,31442,36-783-1307
60468,2018-10-31 13:25:02,86-439-8647,84-256-3185,BR55 6540 0973 0481 6853 3079 072N I,Shoes,Beauty,22382,45-442-1938
63788,2020-06-07 11:02:03,18-060-6748,43-721-9061,EE74 6549 7161 6219 8699,Movies,Jewelery,24616,07-903-6708
8,2018-11-02 02:02:42,03-881-2382,58-734-5360,FO53 4438 0436 8727 77,Music,Health,9478,51-005-9454
28543,2019-05-07 03:24:39,02-650-2950,31-994-3233,TN24 2424 8936 0399 2763 6053,Shoes,Toys,20843,07-243-3167
3966,2020-03-29 20:25:40,79-834-8895,65-021-7270,FR48 5716 3626 42WO EZJ3 34FO U96,Games,Industrial,22023,60-779-6746
3,2018-06-30 14:58:53,13-818-8180,74-782-8859,DK85 8851 7379 4664 24,Automotive,Clothing,17694,87-390-8154
413,2018-09-01 15:51:55,01-807-1777,89-901-3069,MD46 87LD IDJG Q4MQ B3GS 55Z3,Health,Computers,35597,28-812-3716
5,2018-08-03 21:46:51,25-850-3946,45-666-6294,FR29 2962 1754 23EG VVJQ GNY8 724,Movies,Games,49679,22-595-4580
93011,2020-03-06 00:31:20,26-105-8820,93-343-6069,BH07 ITVU YRWM 108A U0HH FZ,Industrial,Clothing,37309,26-738-3651
4633,2019-11-21 19:59:28,66-886-7640,38-202-6869,NL94 HBGO 5452 9201 25,Computers,Baby,28163,19-545-9936
0,2020-04-13 20:44:58,91-380-3586,93-322-7268,AD87 9583 7399 YSYN CENB SAC9,Industrial,Clothing,7627,59-459-3939
28430,2019-01-24 23:07:02,73-850-3690,92-476-1802,MT33 FNHH 1182 03KD ICIZ LWYY UCQX 27L,Kids,Games,16951,06-144-3166
90661,2019-09-21 05:42:57,73-202-7335,83-883-6002,RS32 8868 2002 3627 0726 79,Beauty,Shoes,35164,85-277-3081
066,2019-08-08 01:50:58,41-091-8997,38-933-0787,GE62 XG75 4288 8466 0666 45,Kids,Automotive,48032,59-785-3046
6,2018-10-11 12:42:23,17-788-5918,76-377-5344,AL64 9933 7879 T5XC WWTL AWGG RFOS,Shoes,Computers,25303,18-078-7413
47261,2020-06-06 09:16:12,96-778-5503,05-076-7406,FR36 1469 3912 53FU JWRL VKJA 604,Computers,Garden,26191,84-490-7138
690,2019-01-29 04:35:29,19-645-9103,78-628-6839,DK85 8987 8173 0010 46,Grocery,Music,42552,05-368-1616
808,2018-05-31 18:49:36,57-115-2217,61-957-9445,RO96 VGFX 4AFD HAZM AHJA UZTW,Health,Music,33301,38-200-2866
22720,2019-11-15 03:47:44,67-562-3578,32-822-5808,FR50 7652 0431 35HL SSNU QANG H93,Grocery,Outdoors,14212,04-616-3074
20338,2019-10-09 12:08:08,00-348-6193,59-598-8909,SM50 J421 3937 619I OOIK USPK DHG,Beauty,Games,40044,26-289-7997
3,2020-04-04 19:55:34,37-213-1647,02-278-9118,BH46 ZNFJ V25H O4DN 6RIC WC,Sports,Shoes,5787,19-886-0238
15088,2019-05-22 06:27:17,95-685-1380,33-448-7889,SE83 8873 4257 8700 6970 2119,Sports,Baby,7159,79-425-4405
06909,2018-04-10 11:07:18,97-529-9710,51-111-7635,BE32 1235 4655 7652,Baby,Grocery,8942,50-634-7005
6375,2018-04-11 04:25:48,17-783-5872,40-945-7318,VG19 TTBL 3005 5864 6948 1629,Outdoors,Jewelery,26924,51-519-1437
81,2020-02-19 02:50:29,33-532-2992,12-286-9914,SA60 01HC SRQ2 ZUDT 18VE GHNO,Clothing,Electronics,38058,76-023-7560
33,2019-05-14 03:23:29,84-549-5389,12-416-3205,SM62 W259 9996 129G F8FT KBB9 LPW,Kids,Sports,7267,34-338-8818
8306,2019-11-15 20:31:54,70-258-9133,52-896-6769,FR73 1500 7342 97Y1 UTPN WX3T T09,Toys,Tools,39410,04-050-0401
89832,2019-07-23 19:05:03,80-680-2460,29-217-9095,TR69 9485 8Y2R FYZX R9GX KL8A YN,Kids,Beauty,6986,60-242-7515
1083,2020-02-14 06:51:52,11-226-2445,82-749-4883,SM97 W645 0967 3228 X4ZB QVBV Y8M,Kids,Books,8739,82-598-6267
257,2020-02-14 07:19:25,71-699-1337,93-284-1987,RO82 HLWQ MRJ5 YVWS JX59 CAPF,Shoes,Outdoors,6232,70-194-8669
3,2019-05-27 10:16:59,90-721-4072,69-400-1554,FR65 5042 9179 28X6 LZ1E 0SVF S50,Shoes,Games,6142,58-721-2296
66267,2019-12-29 23:40:18,45-302-1473,65-189-0853,AT51 2625 5118 9285 0048,Sports,Grocery,38370,62-036-5717
83,2020-09-18 05:10:03,49-088-5932,35-285-2338,HU43 4505 3712 2124 2157 5839 1486,Clothing,Electronics,41649,78-487-7120
5,2019-04-24 05:33:36,49-660-0050,44-384-8415,AE91 5085 6500 8606 2392 300,Books,Automotive,36984,43-383-2479
0,2020-02-28 22:55:34,03-980-0105,51-394-1752,FR29 2491 5816 007K 77T7 DSVL 793,Music,Kids,33102,80-335-2245
22343,2019-05-07 11:21:05,10-761-4716,65-261-9587,BH73 XMTD DVLO PWRE AN3O VG,Movies,Music,8491,09-622-4932
626,2020-07-04 21:31:54,71-798-4303,43-157-3043,FR40 9365 8386 34LF U2J7 L9PG W96,Shoes,Home,16349,16-638-5263
204,2018-06-02 12:43:56,62-947-0689,62-242-5372,FO43 3028 3760 2910 57,Beauty,Industrial,6018,45-646-1365
1,2019-03-11 02:22:28,00-399-1082,87-063-6315,FR76 0408 9013 33YA 6OA2 HI16 A22,Toys,Toys,11388,53-673-3697
580,2019-02-28 06:33:32,76-308-0427,65-405-3154,IE50 CRBL 2095 7841 5004 13,Music,Beauty,48670,78-021-8627
12,2019-10-11 09:11:16,41-060-7345,51-066-4679,TN89 8265 7250 1688 7115 1922,Garden,Toys,21833,99-368-2125
1,2019-03-18 06:36:03,05-320-5522,32-265-2279,SE71 8340 6697 3307 5949 5935,Baby,Grocery,46277,22-177-4210
164,2019-08-11 04:48:10,39-409-2780,89-156-0463,MC27 8383 8050 18CG CROJ D9LJ K65,Electronics,Garden,41831,99-143-0808
3622,2018-05-01 11:27:34,80-963-8318,33-075-9356,DO26 DV9M 9949 3598 9671 1683 5555,Tools,Sports,10649,86-563-4961
755,2018-12-04 00:04:47,41-058-5930,26-919-4829,TN12 5646 6582 7382 0886 7818,Home,Outdoors,41862,06-774-2671
303,2019-01-28 07:26:18,01-616-2365,82-193-5231,IS08 4755 7053 0190 3849 9093 91,Jewelery,Home,26820,18-062-5877
40079,2018-08-18 14:21:54,61-387-3292,19-661-2347,AT32 5451 5184 2060 6554,Movies,Health,34198,04-375-0575
4,2019-06-13 10:45:17,58-658-9828,28-408-4696,MK05 097K 5FMC UF66 E94,Computers,Garden,7046,90-079-6028
758,2020-05-05 03:54:48,42-982-1410,48-450-8937,AE96 7446 1028 7365 6446 624,Electronics,Home,48135,41-723-2044
40,2019-10-04 07:52:37,27-113-7741,36-375-0927,NO30 6936 6539 105,Health,Clothing,49011,22-920-0004
8,2019-05-10 23:14:52,67-438-0679,30-853-0289,EE12 8886 1974 2907 3226,Music,Garden,14649,54-781-6782
9,2018-08-04 03:45:34,94-987-2087,57-847-0820,MR43 2336 0487 7899 7814 1096 258,Outdoors,Automotive,12007,76-402-2693
031,2018-03-20 01:59:16,93-325-7168,32-892-5234,GR88 5758 610L CGCR 3YCR ARMQ IXL,Clothing,Clothing,27359,60-687-3854
60043,2018-04-23 13:10:18,45-571-8215,85-357-0923,FR60 2958 8079 54PN 4CWF GU0R R15,Outdoors,Clothing,35240,18-452-3278
252,2019-05-25 15:12:21,02-401-5751,37-616-3292,NL97 ZGEB 4807 7109 29,Grocery,Health,21009,87-149-8110
60,2020-02-11 16:49:43,81-516-8284,13-439-4536,MR93 4291 9476 5302 6092 3358 201,Baby,Sports,42137,36-729-4423
50623,2020-02-23 23:54:24,89-451-8835,36-616-5378,HR46 3788 9344 9556 9747 0,Books,Kids,10815,49-191-8603
422,2019-11-11 00:53:41,28-389-6891,81-099-1779,EE11 3749 0860 4713 5632,Tools,Toys,12259,69-078-1705
61367,2019-12-07 20:31:22,09-405-5655,29-100-9060,AL73 2291 6996 MPHE VCOH NVAA 14EY,Music,Electronics,16878,56-131-0808
12,2018-11-27 19:42:37,71-113-9128,48-281-7229,SE65 0944 3486 6244 2745 6065,Movies,Industrial,49943,46-598-3937
8,2019-11-04 22:46:52,32-192-9902,48-888-0527,ME83 0437 2102 4461 7116 81,Grocery,Baby,23634,97-584-8356
52,2019-04-22 16:41:46,96-264-3240,79-004-1188,TR20 1806 5EEC KEGW KBHM 24NL BE,Tools,Grocery,17428,04-674-9819
28919,2018-03-24 19:50:49,71-742-6090,14-907-7083,IL72 3727 0252 0183 0197 655,Sports,Grocery,22617,48-763-8146
742,2020-06-07 00:01:19,96-745-7216,31-934-4647,KW10 VIMN 0JRX FPEO FCOB ERVO S190 OM,Baby,Jewelery,19738,90-505-6551
4084,2020-03-13 04:53:09,74-125-4767,89-384-8689,DE93 3825 0190 4368 6233 86,Tools,Games,24347,35-968-1022
51380,2020-08-02 01:51:42,49-546-3275,81-378-5195,KW83 JHGO K8YH XZ3G 8PHI OXIT N01Z N3,Beauty,Health,33924,67-110-6192
05724,2020-05-17 15:42:04,25-932-3466,74-219-3129,NO23 2188 2263 091,Electronics,Sports,16864,21-908-7107
6236,2020-07-22 14:04:33,04-663-0278,60-755-9515,SM28 S417 6240 517V LIKP SLST LFZ,Clothing,Tools,42881,74-390-8425
04235,2020-09-17 08:13:20,62-238-5328,61-907-2347,LB74 9051 HZQF 1BWR DBBX ZZS9 LWAW,Tools,Outdoors,41882,01-536-5612
61,2020-01-02 01:30:54,52-490-8250,95-942-3623,CH96 0086 4G8D MANL GETI K,Grocery,Grocery,15670,95-210-0253
64388,2019-08-05 08:02:33,77-693-9696,64-012-3196,GB13 OGRH 5858 6833 0429 20,Garden,Health,22902,22-983-6048
3485,2018-11-17 18:02:10,58-728-1785,19-253-8270,AD35 9604 2371 ESJR OCPR ASZN,Electronics,Movies,21867,85-955-5449
1,2019-07-24 23:07:03,99-748-3559,82-745-6010,MT24 GALV 3356 3RHR KHT3 YY7H NEBF 1KR,Movies,Grocery,35377,29-331-2490
9598,2019-07-19 00:25:32,53-056-1105,30-728-6142,FR58 2333 4371 29CO IBZU RDMJ G44,Shoes,Home,7024,27-628-3049
0281,2020-01-09 15:22:41,70-584-6054,41-197-3075,BE22 6621 0048 9274,Movies,Sports,5453,27-364-8683
607,2018-11-02 18:43:13,07-067-1654,09-064-8850,CH55 6530 3OG8 8VPJ HXMA 9,Beauty,Outdoors,11897,34-575-1950
4356,2019-11-19 02:11:40,64-671-5027,91-611-2740,FR34 8340 3231 24WW EZOX NYDZ M17,Shoes,Books,38613,65-479-7535
4,2020-04-26 14:06:50,90-762-8169,06-771-0279,RO06 RXOR LV6J NFRV WJV8 G6YM,Games,Movies,25593,32-298-9373
33111,2018-12-07 16:23:02,73-833-5328,46-255-3797,GT58 TOPC R002 PAEG 7SZL HP8T VFSX,Shoes,Grocery,28760,70-333-0133
25,2019-03-05 21:51:18,48-941-6708,39-060-3785,NO62 2687 0338 106,Health,Grocery,42928,88-767-3245
2,2018-07-20 18:56:23,59-382-7515,14-185-9408,PS26 SPDX 2WUV C0LE PCTC 14GY RS3V P,Books,Baby,35287,87-732-6232
2,2020-09-05 20:28:42,19-583-8629,96-222-5338,CH88 8273 4ALJ MMTQ 0BT7 A,Clothing,Jewelery,35348,07-260-9852
9663,2019-04-17 13:59:47,46-230-8349,95-211-6820,MK43 760K G2T4 6AIU X42,Computers,Games,45893,78-042-4124
670,2020-07-13 06:42:28,48-834-2357,96-099-0803,HU62 2308 9816 1852 9065 2223 4448,Garden,Toys,15134,04-041-9490
94,2019-07-06 11:27:43,13-270-0791,12-013-7594,BH74 JAWQ U7FD FYFV ZGCQ VG,Clothing,Garden,13931,78-682-7036
889,2020-03-21 14:18:03,39-761-3818,25-856-8815,MD27 ZWZV LWDZ LDE4 PVO0 51NP,Outdoors,Baby,6240,13-293-9051
36019,2020-08-04 06:30:09,87-128-8851,09-128-1069,MR44 7658 7610 3937 5485 5762 406,Shoes,Garden,32065,70-138-9463
1,2019-12-10 07:21:14,30-683-4617,01-807-7786,IT89 W943 4611 2755 B1DQ ZFDK DMY,Beauty,Electronics,19629,31-253-2684
37597,2019-09-04 05:49:28,31-730-4480,37-369-6221,LB93 3386 XZHR BDXA N3SV H3EG YTFI,Garden,Automotive,25260,17-225-7533
460,2019-12-12 20:38:36,60-540-7421,15-145-7013,KZ74 874B ZTUF FRCF QKNR,Tools,Computers,42988,80-861-4239
71901,2019-03-05 09:09:31,05-090-1953,93-726-3390,PT79 6931 5069 2566 7420 6368 7,Outdoors,Clothing,37993,66-128-7554
2,2019-04-24 18:13:59,96-595-4469,27-650-2983,FR36 7729 5265 36J4 AGRK QQXC T57,Grocery,Clothing,47816,36-049-6917
02882,2019-05-04 12:18:42,67-397-6867,28-160-9144,SI94 9312 9824 1240 126,Music,Automotive,19224,81-585-5776
9,2019-05-12 00:21:15,98-212-2581,62-954-5125,DO46 X47P 9715 6472 9499 8958 8454,Automotive,Garden,37437,08-742-3238
022,2019-10-17 18:36:58,06-566-7697,96-050-4695,VG08 KMYX 3740 2145 3711 7438,Industrial,Automotive,5893,88-184-3740
6668,2020-02-06 16:21:58,30-503-3750,14-389-5382,MU79 CCEG 3536 3788 8752 1187 518K JN,Baby,Clothing,6453,26-091-8142
5,2018-12-17 12:46:11,48-839-7942,30-036-6154,GI11 ZDWH MIXN 3MF3 B8DJ VYL,Clothing,Music,21342,00-616-8524
89600,2018-04-03 09:53:07,28-444-7931,58-229-8286,LB58 1667 P8UY D8H3 0ZGT FBA4 XATU,Garden,Toys,15285,43-832-2717
064,2019-10-25 16:04:24,67-379-5503,98-647-4820,MC76 5944 8452 30CO 4FGN 4C4B N31,Garden,Tools,9244,07-132-1670
80,2018-08-26 13:41:23,17-942-6993,90-476-4287,NL04 YKOZ 5216 4821 63,Toys,Clothing,44481,70-345-3286
17145,2018-08-20 04:48:42,07-311-6592,91-023-1920,LT14 9468 1505 3374 8648,Toys,Garden,9291,87-594-7470
3124,2019-03-24 03:25:18,31-121-8746,48-004-7131,NO78 2966 1368 385,Shoes,Electronics,35597,99-151-2921
95184,2020-03-05 01:45:50,71-863-2943,59-125-6945,HR79 9352 2005 3460 3373 9,Clothing,Computers,32210,60-108-3316
9,2020-07-10 00:28:26,90-571-0667,78-707-1106,BR74 1815 2659 2529 7728 0896 351Q L,Jewelery,Movies,10956,33-388-2983
5127,2019-03-04 08:36:28,44-143-2920,23-281-6473,SE20 7465 8791 7879 5871 0866,Electronics,Music,31692,98-444-0613
523,2018-04-22 01:08:07,07-891-9442,92-211-0176,SA88 054I XULZ YR7L 6KA9 UWPO,Outdoors,Shoes,37157,58-064-8907
446,2018-12-21 01:03:14,91-415-1659,57-879-0676,IE10 DCEW 5869 6124 5702 51,Automotive,Movies,40663,72-741-3526
94685,2019-04-04 19:25:08,42-235-4389,32-412-8105,FR58 3250 0341 976N TB1K 1RUG K99,Music,Baby,38271,41-258-6419
3,2019-01-13 11:39:00,16-978-1670,50-706-3101,LU08 531Q 9E7O FW2X 3MDC,Jewelery,Garden,14180,29-072-1998
84,2019-03-08 20:56:01,93-460-7687,08-347-8617,AT32 4757 6232 7789 2193,Beauty,Health,7305,85-203-9267
1888,2018-06-27 17:34:51,66-233-4145,93-517-7634,BA59 6132 6729 4811 0391,Electronics,Beauty,28836,41-629-1383
8395,2018-11-08 23:27:31,88-086-3320,98-692-2628,IL79 0599 6963 3814 3283 807,Automotive,Computers,30468,66-527-1678
3,2018-11-30 06:39:01,67-359-8635,04-729-4863,BH15 VAOI 3TNQ ZISP LUKS KN,Sports,Grocery,23477,56-136-2324
2,2019-11-26 07:46:17,37-596-4270,30-213-2520,AT09 2555 6707 3639 7986,Health,Sports,12215,36-269-5598
53,2019-03-06 22:06:20,06-067-8849,53-217-4449,NO70 8898 4716 314,Automotive,Shoes,24175,40-865-4595
39205,2018-04-13 07:28:16,56-118-7782,57-672-2846,SI03 3971 2448 6579 620,Clothing,Clothing,28072,87-496-1826
323,2020-01-03 16:45:28,42-552-9338,78-920-2860,DO33 GJHN 4533 5763 0506 0812 2291,Industrial,Grocery,19301,28-762-5924
722,2019-04-30 02:46:45,82-431-5309,94-436-1033,FR34 0257 3759 00UC XSZQ KNSM T73,Kids,Sports,36023,85-062-7855
21037,2018-07-22 16:15:44,93-952-5761,58-214-6823,FR52 0076 5733 334L D8GG YRO7 W84,Clothing,Books,17998,61-268-9240
00,2019-07-08 04:53:13,14-590-2812,48-945-9391,CY83 4955 9113 N0NT 5K2C IBJQ S3BP,Electronics,Tools,11614,09-551-9370
2,2018-11-26 08:35:47,66-200-7484,64-140-4918,GI57 NIIT SGVX XZHV DUE0 2GV,Toys,Computers,48672,37-897-8175
773,2020-07-01 19:03:11,72-508-8539,57-423-1623,AL42 2320 5414 NRMT TY6U V8VA DY2U,Automotive,Clothing,35449,30-826-5237
676,2018-12-22 01:03:21,86-758-6272,92-013-9173,FI75 9196 4046 1033 62,Sports,Kids,19510,99-493-4902
21530,2019-01-20 16:06:27,78-349-7545,77-568-5555,NL16 DLFQ 5439 8244 53,Games,Movies,33189,03-378-4876
6,2019-07-11 12:31:41,55-552-7970,51-718-0392,AD93 5273 7695 IFCZ QPSX DVUG,Music,Computers,35525,72-757-4021
83809,2020-03-23 20:15:40,42-835-7756,23-655-8975,AL96 5886 0831 F24C GF4F EGYK 87RB,Sports,Beauty,49649,04-221-1524
7,2020-06-04 07:10:59,74-361-5516,45-548-9624,MU15 VHMD 8779 7996 7390 2612 091C BG,Music,Music,6693,88-965-0703
94,2019-03-30 12:46:41,06-999-5739,50-013-1270,LB58 3627 SEZ5 U7IP QM6I 4PFW GOOJ,Games,Jewelery,11804,78-231-0608
57679,2018-11-07 00:08:39,32-600-4522,96-904-7483,PK64 CWNA SK25 HGVR YBLB SGP9,Music,Movies,49880,85-670-6524
2,2018-10-27 17:12:20,79-679-6301,73-362-6793,BE26 4677 1850 6403,Health,Automotive,12159,96-562-8931
3711,2019-02-16 14:34:37,78-709-5236,83-619-3490,MU81 YIGB 6790 6830 1074 8976 939R QY,Electronics,Grocery,32507,31-713-2317
44,2020-07-31 03:35:12,88-939-2646,18-688-7945,AE41 1083 2226 0125 9962 092,Grocery,Sports,9465,03-195-7571
0500,2018-06-26 23:00:07,57-699-1311,00-145-9299,SM63 Q880 9242 718B RHQ8 45G1 9T0,Movies,Clothing,12111,61-976-8260
2,2018-07-09 05:02:30,23-074-5257,96-237-0882,AZ33 IPXB ABIO 9VOB WOAQ NBOH ME1I,Toys,Health,22197,07-969-0068
2,2019-09-17 17:31:24,93-375-4341,29-618-8913,EE98 3913 9414 8303 1092,Computers,Toys,17688,18-084-9714
1461,2018-12-21 16:05:30,97-028-7191,26-352-8817,LB64 4070 EKIZ HXDA 6B1L V7WK LQ3S,Health,Home,10987,32-382-7988
8,2018-11-14 23:21:28,94-653-4295,73-941-5110,ES77 7965 2564 5219 8009 9216,Tools,Movies,45754,88-999-4654
45526,2020-01-22 02:02:39,62-710-8518,30-796-9181,LB93 0808 VG2B KJQS 8FLO YLYN VBHJ,Toys,Industrial,19233,29-047-8184
42,2020-02-25 05:54:35,07-544-9795,37-270-3475,FR74 8613 4694 90AW WSNY FMFJ 229,Baby,Baby,26419,15-259-4320
604,2018-09-06 17:00:59,72-179-8541,53-443-0161,FR67 9373 5281 82XY JSW9 COKD P03,Automotive,Beauty,44628,35-574-0705
089,2019-08-18 20:29:27,41-235-3716,18-536-6901,NL50 PZAZ 4082 8187 42,Garden,Automotive,48697,13-050-7432
77980,2019-05-16 07:14:34,55-823-2897,88-458-9245,MD09 EEFA KYLP JRRB D1LG VNVO,Games,Home,44980,54-335-2790
68613,2018-08-24 18:23:40,95-585-5822,88-329-7033,CY52 2208 3984 JXMB XI0Y AJYW 9O6U,Industrial,Home,7741,83-463-8844
22,2020-06-23 15:33:30,51-358-8209,83-917-2285,DO72 FHDA 7255 3814 0005 4386 3649,Jewelery,Industrial,36445,48-654-8502
71,2019-04-18 21:16:09,58-063-7788,51-097-2788,CY32 9275 2338 VJRK F0VA V18B 8ODR,Outdoors,Computers,23492,99-930-0867
71244,2019-03-20 06:30:57,13-357-2716,51-896-7854,BH09 PSSB 4AQG GHJB 8TXY 2B,Jewelery,Home,32106,49-531-6350
3547,2019-09-12 19:33:54,04-224-4628,74-684-3790,FR50 9447 9931 32J1 YHR3 PW8F U46,Music,Toys,9122,38-335-0566
1366,2020-06-26 01:54:48,13-533-4280,21-065-2375,MD07 QFSZ TILG 95R4 WS3B YVR3,Music,Clothing,26009,88-774-0681
1,2020-05-10 14:56:37,13-447-2231,06-854-4893,VG42 PZTJ 4286 8547 5279 6199,Beauty,Jewelery,24636,19-172-5825
55,2019-11-01 17:41:24,26-245-7367,38-716-4921,BE72 5021 6707 7718,Tools,Beauty,15932,08-821-9673
17888,2018-10-13 04:56:28,90-996-1855,12-361-3226,AT54 0156 5304 6547 3428,Jewelery,Outdoors,36382,41-716-5034
1109,2019-10-22 13:26:22,47-547-3231,04-325-0410,VG32 WTXL 1658 4278 9064 6772,Automotive,Outdoors,37631,42-768-6436
77227,2020-01-27 06:55:38,85-556-7959,35-487-5110,FR64 9071 2211 06DN BW9M LA7E V85,Baby,Shoes,31792,39-201-7233
0,2020-07-21 02:31:23,87-517-1704,18-404-9742,FR60 1432 8802 30AU 4FGT DBVM O81,Games,Tools,34603,02-934-4584
56,2019-04-06 13:10:02,66-906-1191,70-398-9832,VG83 PHHJ 7858 4164 9591 4905,Games,Beauty,9643,06-628-9860
996,2020-07-13 21:13:15,76-766-5657,54-975-9307,MU32 WDKH 7294 8370 3504 2947 892O PV,Games,Garden,23911,26-852-6663
54901,2019-03-19 19:08:40,44-259-1078,15-442-5894,FR94 0176 1778 50HG BYZ0 ASWG T96,Industrial,Outdoors,17922,60-971-6268
4,2019-04-25 20:38:02,90-763-4628,36-471-4296,LB07 6167 XQFC FXTQ LMX2 BK0W VNKH,Electronics,Sports,9493,39-430-5235
5,2018-08-06 13:51:22,53-471-2473,65-717-0103,VG24 QADV 2412 2386 5781 8339,Tools,Home,34420,42-175-9450
5,2019-12-29 21:41:43,41-318-8872,74-505-2539,PS02 KHCG VYXG KCYX Y2EK V7Q1 8KZ4 Z,Industrial,Music,19583,58-996-3226
627,2019-05-08 21:28:14,17-231-0410,39-664-2811,AE47 3508 3036 1598 6895 925,Clothing,Grocery,36302,51-586-1850
7,2020-04-11 07:58:01,41-758-3896,51-801-4420,GE68 QD81 7220 3307 7534 87,Industrial,Beauty,17896,83-733-4670
510,2020-03-12 14:41:49,47-450-7369,90-862-8390,TN69 0575 0497 3610 8779 7988,Outdoors,Home,46185,86-104-4418
9,2018-12-31 00:26:59,09-021-4882,24-332-9148,MD70 XSF1 EJIN GQZ3 WIMU DVRG,Industrial,Health,44346,29-757-9189
493,2019-07-18 11:15:16,59-874-1780,00-123-8961,GB27 UQXI 9644 1730 8812 17,Toys,Garden,33216,20-240-3194
1377,2020-05-19 21:24:56,98-783-4239,48-632-9289,FI59 6956 5266 2239 26,Kids,Tools,39426,02-314-8740
59,2020-05-17 11:37:00,19-818-7831,80-510-7584,GE96 TS13 7214 5198 6463 30,Movies,Beauty,12092,51-938-2931
940,2019-07-24 07:48:45,55-716-3319,46-499-8322,IL58 8167 9877 1147 1907 995,Games,Toys,46016,01-946-7776
7,2018-10-07 16:38:43,34-078-4057,51-895-6090,TN62 0894 2112 8246 6133 8486,Computers,Sports,48671,91-655-3230
454,2019-01-05 23:12:30,11-741-8011,79-441-9039,RS62 5185 7794 4840 7961 34,Electronics,Books,38386,54-831-1483
34692,2020-07-11 19:37:41,83-983-2131,43-436-4276,BE81 8562 4097 5640,Industrial,Shoes,27805,99-094-4958
700,2019-06-04 14:08:25,50-867-0672,23-114-2242,KW86 BJCQ UXY3 PIZX 6YR5 SWWE 9GVI EO,Industrial,Games,32379,73-247-0241
0514,2019-04-26 15:09:46,98-073-1126,84-812-4973,GE05 EL01 5286 3865 2859 42,Grocery,Computers,37522,47-790-5453
69,2018-08-28 00:21:31,02-450-4516,00-304-7609,AZ07 YSBV JDAO PFXU PISV W4C6 AJPY,Jewelery,Grocery,27053,83-250-1721
8,2019-08-10 07:18:23,94-117-7831,46-821-6989,LT87 3348 4017 6072 0026,Clothing,Books,20476,12-371-6648
4,2019-07-16 20:58:42,33-480-3419,75-610-7002,MC64 3282 7479 06M9 WPOK UVLP 089,Music,Movies,27636,67-078-7797
878,2018-10-15 08:06:26,60-453-5327,54-106-6849,LB02 8643 ZHKP ZP8P WKXR FQWU K8MJ,Music,Kids,7916,50-957-1069
210,2019-07-11 12:39:44,59-076-7136,30-675-9254,HR68 3711 4134 8248 7822 7,Kids,Movies,32963,17-026-9247
7708,2019-08-19 06:42:35,87-747-7922,92-471-5369,GE25 EK45 2531 7616 0192 40,Automotive,Beauty,32806,38-680-5359
78568,2020-06-15 16:30:12,72-486-1040,00-626-5231,GI64 TSTP OJZS HQDQ BD3G SSP,Tools,Movies,46612,42-554-5762
594,2020-02-22 06:31:04,43-029-0219,73-029-1967,FR85 9321 0709 32DI ZORF H29D G98,Shoes,Clothing,38615,28-373-4527
88,2019-01-07 02:30:40,07-683-6130,55-659-6928,LV46 BZLY ZSYA ZQXN QIVI W,Jewelery,Grocery,42740,59-815-0949
7318,2019-07-25 17:36:40,46-026-6479,03-989-7738,BE79 2406 3055 5119,Electronics,Games,6441,16-186-3727
29,2020-04-29 15:47:10,78-932-6584,96-956-0004,MR65 1594 9361 0096 5242 7750 414,Baby,Industrial,14467,87-734-6752
70273,2019-06-27 15:43:44,51-545-1011,78-100-0055,RO23 HPOV UQ4T 87H2 8KQH IQ44,Books,Shoes,33459,44-880-9406
85,2018-06-26 22:20:09,83-572-2562,38-138-1275,FR03 9668 3397 6177 VUX8 OSE4 963,Baby,Toys,10130,17-611-7047
8,2020-03-27 11:07:26,50-738-4936,27-995-7760,AD05 5104 3360 VAPE UTFF E6FR,Home,Garden,23280,81-666-1103
